,13_7_S1,13_7_S2,13_7_S3,13_7_S4,13_7_S5,13_7_SB1,13_7_SB2,13_7_SB3,13_7_SB4,13_7_SB5,14_7_S1,14_7_S2,14_7_S3,14_7_S4,14_7_S5,14_7_SB1,14_7_SB2,14_7_SB3,14_7_SB4,14_7_SB5,14_7_SB6,14_7_SB7,14_7_SB8,14_7_SB9,14_7_SB10,15_7_S1,15_7_S2,15_7_S3,15_7_S4,15_7_SB1,15_7_SB2,15_7_SB3,15_7_SB4,15_7_SB5,17_7_SB1,17_7_SB2,20_7_SB1,20_7_SB2,20_7_SB3,20_7_SB4,21_7_S1,21_7_S2,21_7_S3,21_7_S4,21_7_S5,21_7_SB1,21_7_SB2,21_7_SB3,21_7_SB4,21_7_SB5,21_7_SB6,21_7_SB7,21_7_SB8,21_7_SB9,21_7_SB10,22_7_S1,22_7_S2,22_7_S3,22_7_S4,22_7_S5,22_7_SB1,22_7_SB2,22_7_SB3,22_7_SB4,22_7_SB5,22_7_SB6,22_7_SB7,23_7_S1,23_7_S2,23_7_S3,23_7_S4,23_7_S5,23_7_SB1,23_7_SB2,23_7_SB3,23_7_SB4,23_7_SB5,24_7_S1,24_7_S2,24_7_SB1,24_7_SB2,25_7_S1,25_7_S2,25_7_S3,25_7_S4,25_7_S5
0,0.46144643033956934,0.26689034629849895,0.5152205906925159,0.7194827158293806,0.29629983052714887,0.3737928382020513,0.25000157173414295,0.773632308654881,0.17613629110140255,0.8977588000081947,0.40482551386570476,0.37108338254636214,0.5116490988431612,0.7369686129342091,0.238825333519087,0.20257351452801786,0.45844647589797577,0.36575824876976554,0.13149808776224164,0.1495200169502255,0.7621922425679606,0.306646683138954,0.8503098896572885,0.2654375664732695,0.21563840519085103,0.4241121573376273,0.3611470861645312,0.6814798173465159,0.7518011579333225,0.6854370856918026,0.42825416893671575,0.16503382027010233,0.5293696017684567,0.6801152942782214,0.6734262233821054,0.93476819332672,0.4197844356469558,0.43027948011229267,0.3943462893620584,,0.4426415621302925,0.5740554059087772,0.3459688909182637,0.7610718745987086,0.36220173285339946,0.10617187337234166,0.1974919913060147,0.7143448241613848,0.32949008624009496,0.32730587437281566,0.044676763843944596,0.17216446492939497,0.3234164973037737,0.7176517448297594,0.2175434708147141,0.4689095767781887,0.5474689473719603,0.20301857125029107,0.8119973240288676,0.2884864781815404,0.2615117620675211,0.3712866156160045,0.43700980593138955,0.20871204005637095,0.2460491783973327,0.18312991560780328,0.171067521319189,0.36673354165616423,0.4353201469671055,0.26040488293840575,0.7056882496657602,0.3408246417282298,0.621895997213092,0.6416606536892538,0.19440776915533423,0.33856202371632665,0.23278601450756448,0.34918844901244717,0.3670654978479772,0.41675124525216345,0.2639533757032754,0.3677015895268321,0.3420989113277431,0.5073349663942655,0.39745176883162864,0.2914084113549774
1,0.46080597112023297,0.26681561431476425,0.5149734282698315,0.7188206774189485,0.2964456904495222,0.3741033461451706,0.2501227180300392,0.7729408390567218,0.17630216906954663,0.8977138065978807,0.40439980112141755,0.37111905399783524,0.5112918188095644,0.7366484492217328,0.23888021981626323,0.20246327327570496,0.45819347123128973,0.3658385933118146,0.13156045913477066,0.14947763338854575,0.7619292777859434,0.306540603554825,0.8498050633068898,0.26537915051351646,0.21576363486769812,0.4237490709914343,0.3610732273059699,0.6815967989578671,0.7514762607861663,0.6847004279421013,0.4281108148356104,0.16474656984770483,0.5289578060759503,0.6792975708992166,0.6717661513137456,0.9342063438353497,0.4194265346624089,0.43018519071822475,0.3942046029525514,,0.4423771005118935,0.5734878698436606,0.3458143603622755,0.7600713169072789,0.361971273462767,0.10622615884479587,0.19752618298795413,0.713732941871808,0.3296164093053188,0.3272312184742928,0.044836060642434936,0.17208434231547998,0.3234718607051104,0.7170114881679599,0.21750596945722708,0.4688432701951443,0.5473456259806626,0.202930936923797,0.8112727146016214,0.28805935711983965,0.2614374785659157,0.3711576958680867,0.43667045562891726,0.2086352493389608,0.24591886621105016,0.18293935755534524,0.1709386187298157,0.3665613326049796,0.4352547856336508,0.2605095895066122,0.7049804392038989,0.34063279162612237,0.6212591432727088,0.6410518412619987,0.1944415296210656,0.33825613693870726,0.2328226483100276,0.34927098204117035,0.36700329018174066,0.416529779828377,0.26380894601177285,0.36756108333648535,0.34188884715869805,0.5070483850821349,0.39745064321714096,0.2913213362242784
2,0.46026227515914575,0.2667951350490577,0.5145497102210224,0.7182045311945943,0.2965252640000485,0.3732677399456653,0.2502212343504123,0.7722715617287593,0.17637416379155363,0.8977213659056551,0.4042411683189598,0.37122607631836957,0.511002393852357,0.7361294518864862,0.2389823782672808,0.2026174047528992,0.4579489349102369,0.3659555987434028,0.13155444881676687,0.14952686766912174,0.7617754091265125,0.30658412927654016,0.8492327880724975,0.26534411267278857,0.21584158781284088,0.42349216062516326,0.36094414338330594,0.6817992440883774,0.7512825870247073,0.6840936582143378,0.4280697440885778,0.1645683718601499,0.5285706153440488,0.6785372802840517,0.6703909661496605,0.9337004810353449,0.41912186858841416,0.43002565765151185,0.39409859993997715,,0.44205016083891613,0.5730233785975087,0.3456649554655256,0.7592152658886548,0.3618178716225967,0.10611486994924546,0.19756307595874828,0.7132784655703011,0.32973633179587003,0.32706060773104867,0.044943262069523635,0.17218533476455472,0.32351330272575923,0.7164674787329288,0.2175074238423461,0.46876022250559013,0.5471622163299894,0.20277038642414924,0.8105677381218938,0.28780696192622235,0.261398173628682,0.3710103828597135,0.4363174854503833,0.20854295690724284,0.24572281045565098,0.1825896805512953,0.17087430379212823,0.36644107825176514,0.43508827612946777,0.2603634018956572,0.7042881713143474,0.34055903316061736,0.620833967182331,0.6404829142016844,0.19449093027229847,0.3379560054759626,0.23283635414544362,0.3492543616850203,0.36686240295637584,0.41638428284535733,0.2636264607893425,0.3674138511253517,0.34183067131667694,0.5068273769228306,0.3974904008450995,0.2912967836910325
3,0.4598184777998773,0.26677219221711823,0.5141545460511605,0.7175983880291559,0.2965808872348551,0.3725688824346192,0.25030646129511097,0.7715273551933088,0.1763819558606012,0.8977141640680765,0.40429614045363466,0.3712787274393733,0.5108023784468159,0.7356071612584393,0.23901234282593103,0.20282075108226277,0.4577200795503457,0.3660621010331069,0.13151008807779782,0.14953510874150985,0.7615751852551831,0.30667895413035007,0.848573783555878,0.2653160083972452,0.21582368185426062,0.4232708925703229,0.3608055798640674,0.6820583230917963,0.7511511827460784,0.6835634411677428,0.428012356217821,0.16445642521644938,0.528140824828593,0.6778027619079311,0.669209212408842,0.9332425713550837,0.41883619520654747,0.42970651336613663,0.39407853502518575,,0.4416484113866508,0.5727086868223812,0.34552406136825103,0.7584013537051197,0.3617178230723196,0.10595825849236803,0.19754673541740703,0.712891837188421,0.3298151599168419,0.32684382837250503,0.04497502392353693,0.17232283170668575,0.3235294090887969,0.7159283527948339,0.21755536806390025,0.4686188738673375,0.5469614297349911,0.20257572751680725,0.8098644194557642,0.28769467060963166,0.26134379685135334,0.37095356918634753,0.435909947560679,0.2084960654593623,0.24553529486548084,0.182161127059456,0.1709562359871849,0.36633246843105977,0.43481750422555443,0.26009846509556783,0.703580622549937,0.34051694578024966,0.620473594294265,0.6398852620143288,0.19449921061655315,0.33763492271088263,0.2328514890649967,0.3492165476934331,0.36675626721042587,0.41627778448611624,0.26347097765974165,0.36729494668299967,0.34181980798983613,0.5066275649410489,0.3975190414641444,0.2912557388632179
4,0.4594467532238998,0.26667671669968956,0.5141145343876896,0.7169697255870559,0.2966833129593353,0.37390668180042586,0.2503665738957549,0.7706706128733251,0.176390258163945,0.8976018516380762,0.4043046942410135,0.3711598649147828,0.5106513099254206,0.7353621034908273,0.2388510888620138,0.2027198381339789,0.4575395496246205,0.3661231178038501,0.13148993431214823,0.14937116978086093,0.7611545448786198,0.30666623679552585,0.8479134767600897,0.26528891678670474,0.2157070106002152,0.42293638581216564,0.3607045459591832,0.6822986640916194,0.7509190962578368,0.6830121958340214,0.42772312778886035,0.1642779505312786,0.5275805099003129,0.6770758646243966,0.6680089554534399,0.9327955027414188,0.4185008802969272,0.42922229046525534,0.3942127797358104,,0.44120574844639604,0.5724949942194264,0.34537710161301055,0.7574674109536722,0.3615951688166183,0.10597907079943428,0.19745457127283972,0.7123861204273297,0.32985923049553056,0.3267170537894914,0.04503359227914477,0.17225538985371308,0.32352995287241276,0.7152854984256443,0.21763294840703637,0.4683947657362763,0.5468044862301181,0.20245639848536898,0.8091813148682346,0.2875622725381361,0.26122292781229345,0.371071600454976,0.43544783588193414,0.20852446360447202,0.24546648161382265,0.18187228020019125,0.17121555658106566,0.36616830500834785,0.4345090113351067,0.26000567730766744,0.7028590748904533,0.3403557878353395,0.6199534258562687,0.6391805943670635,0.19441550562405288,0.3373017390997554,0.23290497684512346,0.34933671963339924,0.3668218948864467,0.41614287714237036,0.26344855269622297,0.36721040228594026,0.3417064229145551,0.5063704205859011,0.39748597967414223,0.29111718550211463
5,0.4589593209216817,0.2666223763234667,0.5139668230046237,0.7162991686907249,0.296782673504361,0.3743180400203738,0.25044277944866195,0.76996874168047,0.17667042575531994,0.897503230419424,0.40420801451158556,0.37110735512749,0.5105657342880294,0.7350402991323576,0.2388416308139018,0.20278154245880317,0.4573242130828549,0.3661595364008958,0.1315521487693335,0.14925980544344647,0.7608942276515557,0.3067472012021849,0.8473017671216887,0.2652814203488792,0.21565505906762547,0.4225247251918991,0.3604567910757431,0.6825736411236017,0.7505194681341327,0.6824555029432081,0.4272917634859053,0.1640608648408131,0.5270040514514881,0.6762796051802056,0.6668948313548992,0.9322767936956996,0.4181494783433033,0.4288909147314321,0.3945049028360787,,0.44076721096078464,0.5722244747215065,0.3450677456452885,0.7566726418927927,0.36137678132266576,0.10599412840572761,0.19749666215184108,0.7119543927103282,0.3299202344984399,0.3265362019872473,0.04518625738202321,0.17228734598897047,0.3235487349645866,0.7146482922792764,0.21756740483118606,0.4681581878797708,0.5465340458923813,0.20228701800544108,0.8084276370999233,0.28730099640411233,0.2610879652077225,0.37111044876614385,0.4350589073602854,0.2083555978797454,0.24517624931718918,0.18143346864751606,0.17142288897137478,0.3658912902641126,0.43402712979130936,0.2598546512574777,0.7021820878682977,0.34023626795717715,0.6195374717817368,0.6384701491114259,0.19442002886500012,0.3370474225451946,0.23298452896730346,0.34949237317063636,0.3668514170814491,0.4159784757462296,0.26340078977245274,0.3671110859881622,0.3417130675787905,0.5060296225212602,0.3974270037837449,0.2911704165367339
6,0.4584469197897308,0.2665585787076446,0.5137114722032295,0.71568530327505,0.29688126977374485,0.3741049083558332,0.2505262017539748,0.7693303701512002,0.17691517577312274,0.8973897423794972,0.40419575476601943,0.37117782036195635,0.5104376837273196,0.7346304404596278,0.23897079827508003,0.20287804098898382,0.4571133034567813,0.36620035032027104,0.1316370883131855,0.14923002529794555,0.7606947081102866,0.3068198010702069,0.8467623215857241,0.265243577367118,0.2156453272651325,0.4220964987758027,0.3601640154013134,0.6828009232093625,0.7500412123825024,0.6818697983025429,0.42689236032150524,0.1638066421320454,0.5264558155066641,0.675450437250642,0.6657470806069763,0.931724441199783,0.4177697417824494,0.42860818099972064,0.3947674225740655,,0.440416238091576,0.5719509010486429,0.3448058454755338,0.7558553397612457,0.3611685216907642,0.10604405347071226,0.19756090241959542,0.7115730104173894,0.3299931145211758,0.3263528871122864,0.04532405499868878,0.17233882307342505,0.32352664631782113,0.7140546882124524,0.2175091732396263,0.46795785930954087,0.5462250251008183,0.20214670583674174,0.8076447163959137,0.2869906471718345,0.2608771661362369,0.3710738360772526,0.43469254360606835,0.20815043165485672,0.2448315081293964,0.18104859528851303,0.17157207582623793,0.36561927418457846,0.43372639280562497,0.25974575680532486,0.7013717008586546,0.3401001524040915,0.6191283934912171,0.6377874336696185,0.19444247087725222,0.3367158760896357,0.2329864953600398,0.34954805701377245,0.3669005049819387,0.4158026315381086,0.2633014351828719,0.3669641149923015,0.3416820616810644,0.5057311119922667,0.3973545633188516,0.2912124277192032
7,0.4579546169803862,0.26645274190161977,0.5133628097903442,0.7151613937997305,0.29699855784980544,0.3737490669549629,0.2506072919626584,0.7686289424214119,0.17693785487304645,0.8972681994523484,0.40432237710105035,0.37131854450982643,0.5101894972198207,0.7342048818971679,0.23913410025880344,0.2028751726972652,0.4569137111776378,0.366242137985387,0.13169326051429592,0.14923900717314592,0.7604552666450382,0.30682393880016384,0.846267659634465,0.26515108752117655,0.21564470173987113,0.42169236714927144,0.3599250828953148,0.682935279006605,0.7495907797310273,0.6812589029475336,0.42664384688294843,0.16354509088991165,0.5259497521816703,0.674617808824387,0.6644779747041832,0.9311888934385146,0.4173799381610917,0.4282929911980277,0.39482404171832486,,0.4401654483559544,0.5716761095329584,0.3447140325934518,0.7549021293742129,0.36101336447416504,0.10612104657180862,0.1975533230004567,0.7111811472389766,0.33004190731066413,0.32620906673430056,0.04533285240178897,0.1723400130154779,0.32344548273498713,0.71348937145681,0.2175688024827136,0.46779796386611794,0.5459541744135767,0.20206112772818735,0.8068760877560319,0.2867244512988787,0.26061394887950956,0.37101747592326484,0.43428062384460714,0.2080311509021942,0.24458369926491835,0.18081920231437204,0.17163207633419902,0.3654175593002962,0.43371569577711255,0.2597306583351005,0.7004118239899422,0.3399101869979917,0.6186535887952348,0.6371606507355434,0.19442359326912614,0.3362508598995507,0.23288866999078145,0.34946374215688825,0.3669815529428453,0.41564655881287854,0.2631698082305054,0.36677668399189944,0.34152204113128726,0.5055278801412901,0.39729514143926625,0.29110891823269924
8,0.4573154621957394,0.2663809308270969,0.512779691039088,0.7145793255432709,0.2972023845919793,0.37295598622341175,0.2506967595592605,0.7677663983813624,0.17707772435409555,0.897309213843571,0.40420363051731123,0.3712475923730147,0.5098208750811293,0.7339657123692435,0.2390991759858668,0.20278927537622918,0.4565943697679654,0.36618644369941017,0.13172564858957786,0.14910958488703624,0.7602534014978952,0.3069199503389282,0.8456937033676637,0.2650581266921354,0.2156574591400559,0.42126644392610235,0.35967454177160324,0.6830846172447359,0.7492282632645203,0.6807381277614711,0.4265308728480693,0.163401415488308,0.5254740156935767,0.6737870206170935,0.6631593088257316,0.9307377961241114,0.4171245441364174,0.4281001215234655,0.3945149935919043,,0.4398563571115243,0.5711679505187077,0.3445908080419337,0.7539794645435041,0.36072680593309064,0.1060101009037528,0.19751877358430042,0.7106850459974201,0.32994311127740494,0.3260891372585835,0.04511559208044763,0.17237540815851685,0.3234205720261137,0.712842127629955,0.21766350482295596,0.46758944612858294,0.5457509408213449,0.20185136292043948,0.8061612900894091,0.2865891903872252,0.26060788168807614,0.37105830419535124,0.4337586990222567,0.20788366775393965,0.24439691198631847,0.18044874109766568,0.17139220115486747,0.3651643100684722,0.43332201425134853,0.25964673349131256,0.6998448289656006,0.3397513741142132,0.6182501151030979,0.6366831174100427,0.1944220575781062,0.3359605408267016,0.23290880457002366,0.3494616912959091,0.3668990777303486,0.41561376159657665,0.2631174480615563,0.3666542143472075,0.3414274700048311,0.5052372161227245,0.39733287111978355,0.2910669696913935
9,0.4566867567192075,0.266259794644254,0.5121840984736225,0.7140043652622963,0.2972968551290432,0.37225205958817237,0.2507412779547716,0.7669794155780651,0.17712951758095216,0.897334031689925,0.40394195302532054,0.3711306309922979,0.50961889809117,0.7337351083387195,0.23905901708804977,0.20278150376695145,0.4563536008815845,0.3661003685931334,0.13174860942498762,0.1490587576196879,0.7599924285567912,0.30691006292124806,0.8451009351964004,0.26500697981440624,0.21572326051384838,0.42084415653606627,0.35954179824849486,0.6831937073294057,0.7488791064324687,0.6801990302508818,0.42648201646577266,0.1632709019461354,0.5250175126880994,0.6729204066401218,0.6619596921857887,0.9302999860975456,0.4168136601966676,0.42786378721203155,0.3942417027977951,,0.4395525793772676,0.5707144750588433,0.34444413976862165,0.7530890940344501,0.36046015314945423,0.10584462833990196,0.19753569807880236,0.7102598564597775,0.32990710680060054,0.32584489135253397,0.044920728820410226,0.17237808871470262,0.3234229159644165,0.7121756606962623,0.2177310057740644,0.46734533848011967,0.5455168532441845,0.2016467111714999,0.8054486369613741,0.28643140447074716,0.26061658895446516,0.3710150705481962,0.43335493900182076,0.20773949408503295,0.24423395701485945,0.17999717308741797,0.17102834734258138,0.3649497312289421,0.4329029371403081,0.25951091766007073,0.6991986079464575,0.33963732656088014,0.6177801319104765,0.6361514618013087,0.19437059423188693,0.3356083655626794,0.23291817667952083,0.349305685577047,0.3667651651650498,0.41536941566231533,0.2629641501659218,0.3665641353939178,0.3413656546901362,0.5050297931361258,0.3973706665473734,0.2909453088283995
