0.000005	0.0000055	0.000006	0.0000065	0.000007	0.0000075	0.000008	0.0000085	0.000009	0.0000095	0.00001	0.0000105	0.000011	0.0000115	0.000012	0.0000125	0.000013	0.0000135	0.000014	0.0000145	0.000015	0.0000155	0.000016	0.0000165	0.000017	0.0000175	0.000018	0.0000185	0.000019	0.0000195	0.00002	0.0000205	0.000021	0.0000215	0.000022	0.0000225	0.000023	0.0000235	0.000024	0.0000245	0.000025	0.0000255	0.000026	0.0000265	0.000027	0.0000275	0.000028	0.0000285	0.000029	0.0000295	0.00003	0.00004	0.00005	0.00006	0.00008	0.0001	0.00012	0.00014	0.00016	0.00018	0.0002	0.00022	0.00024	0.00026	0.00028	0.0003	0.0004	0.0005	0.0006	0.0007	0.0008	0.0009	0.001	0.002	0.003	0.004	0.005	0.006	0.007	0.008	0.009	0.01
0.795000	0.78606425	0.777129	0.76819275	0.759257	0.75032125	0.741386	0.73244975	0.723514	0.71886	0.714206	0.7108928	0.7075796	0.7042664	0.7009532	0.69764	0.6943268	0.6910136	0.6877004	0.6843872	0.681074	0.6777608	0.6744476	0.6711344	0.6678212	0.664508	0.6611948	0.6578816	0.6545684	0.6512552	0.647942	0.64539565	0.6428493	0.64030295	0.6377566	0.63521025	0.6326639	0.63011755	0.6275712	0.62502485	0.6224785	0.61993215	0.6173858	0.61483945	0.6122931	0.60974675	0.6072004	0.60465405	0.6021077	0.59956135	0.597015	0.546088	0.51281	0.479532	0.43073	0.364714	0.361452	0.334784	0.312834	0.29286	0.276145	0.261296	0.247136	0.235157	0.224302	0.162086	0.157583	0.132144	0.113908	0.099701	0.088285	0.079396	0.071997	0.036662	0.025133	0.019691	0.016905	0.015234	0.014088	0.013353	0.012952	0.012591
0.797880	0.78894425	0.780009	0.77107275	0.762137	0.75320125	0.744266	0.73532975	0.726394	0.72174	0.717086	0.71376655	0.7104471	0.70712765	0.7038082	0.70048875	0.6971693	0.69384985	0.6905304	0.68721095	0.6838915	0.68057205	0.6772526	0.67393315	0.6706137	0.66729425	0.6639748	0.66065535	0.6573359	0.65401645	0.650697	0.648169875	0.64564275	0.643115625	0.6405885	0.638061375	0.63553425	0.633007125	0.63048	0.627952875	0.62542575	0.622898625	0.6203715	0.617844375	0.61531725	0.612790125	0.610263	0.607735875	0.60520875	0.602681625	0.6001545	0.549612	0.516583	0.483554	0.434686	0.370042	0.365505	0.339804	0.316866	0.297773	0.280964	0.265129	0.251769	0.239708	0.227832	0.165705	0.161171	0.135295	0.116639	0.102139	0.090498	0.081459	0.07383	0.037938	0.025677	0.020193	0.017307	0.015545	0.014403	0.013639	0.012957	0.012589
0.801769	0.79283325	0.783898	0.77496175	0.766026	0.75709025	0.748155	0.73921875	0.730283	0.725629	0.720975	0.7176633	0.7143516	0.7110399	0.7077282	0.7044165	0.7011048	0.6977931	0.6944814	0.6911697	0.687858	0.6845463	0.6812346	0.6779229	0.6746112	0.6712995	0.6679878	0.6646761	0.6613644	0.6580527	0.654741	0.652228725	0.64971645	0.647204175	0.6446919	0.642179625	0.63966735	0.637155075	0.6346428	0.632130525	0.62961825	0.627105975	0.6245937	0.622081425	0.61956915	0.617056875	0.6145446	0.612032325	0.60952005	0.607007775	0.6044955	0.55425	0.52213	0.49001	0.439883	0.374364	0.370688	0.343929	0.32187	0.302672	0.284866	0.269856	0.25638	0.243292	0.232293	0.169283	0.164731	0.138432	0.119431	0.104641	0.092748	0.083451	0.075662	0.038883	0.026316	0.020662	0.017689	0.01563	0.014412	0.013665	0.013242	0.012904
0.804774	0.79583825	0.786903	0.77796675	0.769031	0.76009525	0.751160	0.74222375	0.733288	0.728634	0.72398	0.7207054	0.7174308	0.7141562	0.7108816	0.707607	0.7043324	0.7010578	0.6977832	0.6945086	0.691234	0.6879594	0.6846848	0.6814102	0.6781356	0.674861	0.6715864	0.6683118	0.6650372	0.6617626	0.658488	0.655975625	0.65346325	0.650950875	0.6484385	0.645926125	0.64341375	0.640901375	0.638389	0.635876625	0.63336425	0.630851875	0.6283395	0.625827125	0.62331475	0.620802375	0.61829	0.615777625	0.61326525	0.610752875	0.6082405	0.557993	0.5256475	0.493302	0.444605	0.379671	0.375238	0.349355	0.327212	0.30697	0.289034	0.273885	0.260301	0.248023	0.235922	0.172865	0.168266	0.141565	0.12222	0.107167	0.095587	0.085539	0.078129	0.039841	0.027292	0.021131	0.018065	0.015993	0.014743	0.013966	0.013258	0.012883
0.807462	0.79852625	0.789591	0.78065475	0.771719	0.76278325	0.753848	0.74491175	0.735976	0.731322	0.726668	0.7234097	0.7201514	0.7168931	0.7136348	0.7103765	0.7071182	0.7038599	0.7006016	0.6973433	0.694085	0.6908267	0.6875684	0.6843101	0.6810518	0.6777935	0.6745352	0.6712769	0.6680186	0.6647603	0.661502	0.65902615	0.6565503	0.65407445	0.6515986	0.64912275	0.6466469	0.64417105	0.6416952	0.63921935	0.6367435	0.63426765	0.6317918	0.62931595	0.6268401	0.62436425	0.6218884	0.61941255	0.6169367	0.61446085	0.611985	0.562468	0.529826	0.497184	0.449536	0.384647	0.380233	0.354317	0.33109	0.311694	0.294597	0.27846	0.264777	0.252412	0.241158	0.176379	0.170957	0.144653	0.124995	0.109597	0.097861	0.088132	0.079969	0.041217	0.027934	0.021606	0.018207	0.016315	0.0148	0.013996	0.01331	0.012905
0.810230	0.80129425	0.792359	0.78342275	0.774487	0.76555125	0.756616	0.74767975	0.738744	0.73409	0.729436	0.7263004	0.7231648	0.7200292	0.7168936	0.713758	0.7106224	0.7074868	0.7043512	0.7012156	0.69808	0.6949444	0.6918088	0.6886732	0.6855376	0.682402	0.6792664	0.6761308	0.6729952	0.6698596	0.666724	0.664229475	0.66173495	0.659240425	0.6567459	0.654251375	0.65175685	0.649262325	0.6467678	0.644273275	0.64177875	0.639284225	0.6367897	0.634295175	0.63180065	0.629306125	0.6268116	0.624317075	0.62182255	0.619328025	0.6168335	0.566943	0.5347255	0.502508	0.453886	0.389076	0.384387	0.35838	0.336067	0.315612	0.299454	0.2831	0.269314	0.255913	0.244572	0.17913	0.174413	0.147738	0.127761	0.11209	0.100061	0.090225	0.081892	0.042196	0.028579	0.022086	0.018582	0.016408	0.015125	0.01431	0.013599	0.013174
0.813337	0.80440125	0.795466	0.78652975	0.777594	0.76865825	0.759723	0.75078675	0.741851	0.737197	0.732543	0.7293334	0.7261238	0.7229142	0.7197046	0.716495	0.7132854	0.7100758	0.7068662	0.7036566	0.700447	0.6972374	0.6940278	0.6908182	0.6876086	0.684399	0.6811894	0.6779798	0.6747702	0.6715606	0.668351	0.665915775	0.66348055	0.661045325	0.6586101	0.656174875	0.65373965	0.651304425	0.6488692	0.646433975	0.64399875	0.641563525	0.6391283	0.636693075	0.63425785	0.631822625	0.6293874	0.626952175	0.62451695	0.622081725	0.6196465	0.570942	0.5381135	0.505285	0.457859	0.393368	0.388666	0.362708	0.339391	0.319902	0.302682	0.287316	0.272532	0.26007	0.248668	0.182785	0.178055	0.150809	0.130453	0.114581	0.102328	0.092234	0.083734	0.043177	0.029224	0.022572	0.019017	0.016781	0.015186	0.014343	0.01361	0.013219
0.815502	0.80656625	0.797631	0.78869475	0.779759	0.77082325	0.761888	0.75295175	0.744016	0.739362	0.734708	0.73154725	0.7283865	0.72522575	0.722065	0.71890425	0.7157435	0.71258275	0.709422	0.70626125	0.7031005	0.69993975	0.696779	0.69361825	0.6904575	0.68729675	0.684136	0.68097525	0.6778145	0.67465375	0.671493	0.66905595	0.6666189	0.66418185	0.6617448	0.65930775	0.6568707	0.65443365	0.6519966	0.64955955	0.6471225	0.64468545	0.6422484	0.63981135	0.6373743	0.63493725	0.6325002	0.63006315	0.6276261	0.62518905	0.622752	0.574011	0.5417175	0.509424	0.462075	0.397156	0.392794	0.36676	0.344347	0.324801	0.306516	0.291044	0.277128	0.264514	0.25301	0.18603	0.181268	0.153851	0.1332	0.117069	0.10461	0.09431	0.085659	0.044161	0.029889	0.023067	0.019424	0.017123	0.015484	0.014654	0.013913	0.013232
0.818820	0.80988425	0.800949	0.79201275	0.783077	0.77414125	0.765206	0.75626975	0.747334	0.74268	0.738026	0.73482655	0.7316271	0.72842765	0.7252282	0.72202875	0.7188293	0.71562985	0.7124304	0.70923095	0.7060315	0.70283205	0.6996326	0.69643315	0.6932337	0.69003425	0.6868348	0.68363535	0.6804359	0.67723645	0.674037	0.67163245	0.6692279	0.66682335	0.6644188	0.66201425	0.6596097	0.65720515	0.6548006	0.65239605	0.6499915	0.64758695	0.6451824	0.64277785	0.6403733	0.63796875	0.6355642	0.63315965	0.6307551	0.62835055	0.625946	0.577855	0.546561	0.515267	0.466024	0.400668	0.397677	0.370608	0.348126	0.32919	0.311714	0.296105	0.282049	0.269302	0.257674	0.188622	0.184666	0.1569	0.135947	0.11955	0.106881	0.096332	0.087509	0.0452	0.030545	0.0236	0.019821	0.017213	0.01583	0.01469	0.013927	0.013504
